Y,M,D,CO2
1995,8,5,360.45
1995,8,12,359.21
1995,8,19,358.72
1995,8,26,359.29
1995,9,2,357.37
1995,9,9,358.5
1995,9,16,358.58
1995,9,23,358.2
1995,9,30,357.56
1995,10,7,357.65
1995,10,14,357.6
1995,10,21,358.04
1995,10,28,358.23
1995,11,4,359.19
1995,11,11,359.43
1995,11,18,359.69
1995,11,25,359.87
1995,12,2,360.13
1995,12,9,360.43
1995,12,16,360.53
1995,12,23,360.89
1995,12,30,361.73
1996,1,6,361.81
1996,1,13,362.06
1996,1,20,362.17
1996,1,27,362.23
1996,2,3,362.68
1996,2,10,363.12
1996,2,17,363.01
1996,2,24,364.03
1996,3,2,363.84
1996,3,9,363.66
1996,3,16,364.1
1996,3,23,364.53
1996,3,30,364.35
1996,4,6,364.57
1996,4,13,364.89
1996,4,20,364.4
1996,4,27,365.13
1996,5,4,364.92
1996,5,11,365.37
1996,5,18,365.74
1996,5,25,365.43
1996,6,1,364.86
1996,6,8,365.19
1996,6,15,365.27
1996,6,22,365
1996,6,29,364.3
1996,7,6,364.19
1996,7,13,363.75
1996,7,20,363.38
1996,7,27,362.84
1996,8,3,361.78
1996,8,10,362.1
1996,8,17,361.29
1996,8,24,360.85
1996,8,31,360.82
1996,9,7,359.86
1996,9,14,359.82
1996,9,21,359.09
1996,9,28,359.04
1996,10,5,359.45
1996,10,12,359.52
1996,10,19,359.86
1996,10,26,359.87
1996,11,2,359.94
1996,11,9,360.52
1996,11,16,360.79
1996,11,23,361.24
1996,11,30,361.4
1996,12,7,361.97
1996,12,14,362.68
1996,12,21,362.47
1996,12,28,362.62
1997,1,4,362.95
1997,1,11,363
1997,1,18,363.16
1997,1,25,363.51
1997,2,1,363.28
1997,2,8,364.19
1997,2,15,364.02
1997,2,22,364.24
1997,3,1,364.5
1997,3,8,364.16
1997,3,15,364.19
1997,3,22,364.75
1997,3,29,365.43
1997,4,5,365.8
1997,4,12,366.25
1997,4,19,366.69
1997,4,26,366.79
1997,5,3,366.76
1997,5,10,366.8
1997,5,17,367.03
1997,5,24,366.61
1997,5,31,366.36
1997,6,7,365.71
1997,6,14,365.61
1997,6,21,365.53
1997,6,28,365.16
1997,7,5,365.09
1997,7,12,364.67
1997,7,19,364.11
1997,7,26,363.8
1997,8,2,363.39
1997,8,9,363.36
1997,8,16,362.63
1997,8,23,361.51
1997,8,30,361.66
1997,9,6,360.69
1997,9,13,360.26
1997,9,20,360.08
1997,9,27,359.81
1997,10,4,360.54
1997,10,11,360.49
1997,10,18,361.07
1997,10,25,361.13
1997,11,1,361.71
1997,11,8,362.19
1997,11,15,362.06
1997,11,22,362.65
1997,11,29,363.51
1997,12,6,363.97
1997,12,13,363.95
1997,12,20,364.27
1997,12,27,365.09
1998,1,3,365.24
1998,1,10,365.3
1998,1,17,365.35
1998,1,24,365.38
1998,1,31,365.69
1998,2,7,366.06
1998,2,14,365.52
1998,2,21,366.08
1998,2,28,367.36
1998,3,7,367.02
1998,3,14,366.66
1998,3,21,367.49
1998,3,28,368.57
1998,4,4,368.69
1998,4,11,368.68
1998,4,18,368.05
1998,4,25,368.9
1998,5,2,369.17
1998,5,9,368.83
1998,5,16,368.51
1998,5,23,369.66
1998,5,30,369.7
1998,6,6,369.41
1998,6,13,368.88
1998,6,20,368.54
1998,6,27,368.36
1998,7,4,368.05
1998,7,11,367.54
1998,7,18,367.67
1998,7,25,367.36
1998,8,1,366.88
1998,8,8,366.46
1998,8,15,365.64
1998,8,22,365.63
1998,8,29,364.25
1998,9,5,364.74
1998,9,12,363.96
1998,9,19,363.5
1998,9,26,363.6
1998,10,3,364.01
1998,10,10,364.17
1998,10,17,364.46
1998,10,24,364.49
1998,10,31,364.7
1998,11,7,365.05
1998,11,14,365.48
1998,11,21,365.8
1998,11,28,366
1998,12,5,366.46
1998,12,12,366.74
1998,12,19,367.3
1998,12,26,367.38
1999,1,2,367.58
1999,1,9,367.87
1999,1,16,367.8
1999,1,23,368.33
1999,1,30,369.25
1999,2,6,369.19
1999,2,13,368.9
1999,2,20,369.05
1999,2,27,368.52
1999,3,6,368.13
1999,3,13,369.58
1999,3,20,370.27
1999,3,27,370.65
1999,4,3,371.11
1999,4,10,371.59
1999,4,17,371.07
1999,4,24,370.32
1999,5,1,370.82
1999,5,8,371.33
1999,5,15,371.09
1999,5,22,370.89
1999,5,29,370.41
1999,6,5,370.98
1999,6,12,370.33
1999,6,19,369.97
1999,6,26,369.97
1999,7,3,369.49
1999,7,10,370.15
1999,7,17,369.54
1999,7,24,368.66
1999,7,31,367.48
1999,8,7,367.65
1999,8,14,366.77
1999,8,21,366.44
1999,8,28,366.16
1999,9,4,364.22
1999,9,11,364.75
1999,9,18,365.25
1999,9,25,364.74
1999,10,2,364.62
1999,10,9,365.11
1999,10,16,364.94
1999,10,23,365.7
1999,10,30,365.81
1999,11,6,366.24
1999,11,13,366.75
1999,11,20,366.74
1999,11,27,367.2
1999,12,4,367.47
1999,12,11,368.1
1999,12,18,368.05
1999,12,25,368.27
2000,1,1,368.74
2000,1,8,368.63
2000,1,15,369.12
2000,1,22,369.93
2000,1,29,369.35
2000,2,5,369.18
2000,2,12,369.66
2000,2,19,369.45
2000,2,26,369.61
2000,3,4,370.11
2000,3,11,370.09
2000,3,18,370.98
2000,3,25,370.86
2000,4,1,371.04
2000,4,8,371.81
2000,4,15,371.91
2000,4,22,372.1
2000,4,29,371.37
2000,5,6,371.36
2000,5,13,371.83
2000,5,20,372.01
2000,5,27,371.91
2000,6,3,371.98
2000,6,10,371.71
2000,6,17,371.82
2000,6,24,371.41
2000,7,1,370.96
2000,7,8,370.17
2000,7,15,370.29
2000,7,22,369.85
2000,7,29,369.1
2000,8,5,368.86
2000,8,12,368.46
2000,8,19,367.78
2000,8,26,367.25
2000,9,2,367.28
2000,9,9,366.84
2000,9,16,366.35
2000,9,23,366.34
2000,9,30,366.54
2000,10,7,366.42
2000,10,14,366.75
2000,10,21,366.79
2000,10,28,367.46
2000,11,4,367.78
2000,11,11,368.1
2000,11,18,368.76
2000,11,25,368.42
2000,12,2,369.1
2000,12,9,369.74
2000,12,16,369.41
2000,12,23,369.64
2000,12,30,369.91
2001,1,6,369.95
2001,1,13,370.35
2001,1,20,370.1
2001,1,27,370.91
2001,2,3,371.45
2001,2,10,371.29
2001,2,17,371.82
2001,2,24,371.33
2001,3,3,372.34
2001,3,10,372.32
2001,3,17,372.23
2001,3,24,371.97
2001,3,31,372.18
2001,4,7,372.82
2001,4,14,372.84
2001,4,21,373.17
2001,4,28,372.91
2001,5,5,373.83
2001,5,12,374.08
2001,5,19,373.85
2001,5,26,374.05
2001,6,2,374
2001,6,9,373.27
2001,6,16,372.98
2001,6,23,373.04
2001,6,30,372.9
2001,7,7,372.29
2001,7,14,371.51
2001,7,21,371.36
2001,7,28,370.76
2001,8,4,370.07
2001,8,11,369.7
2001,8,18,369.43
2001,8,25,369.15
2001,9,1,368.61
2001,9,8,368.34
2001,9,15,368.18
2001,9,22,367.61
2001,9,29,367.56
2001,10,6,367.93
2001,10,13,367.73
2001,10,20,368.23
2001,10,27,368.92
2001,11,3,368.87
2001,11,10,369.03
2001,11,17,369.84
2001,11,24,370.44
2001,12,1,370.51
2001,12,8,371.03
2001,12,15,371.34
2001,12,22,371.51
2001,12,29,371.67
2002,1,5,371.94
2002,1,12,372.26
2002,1,19,373.04
2002,1,26,372.46
2002,2,2,372.85
2002,2,9,372.93
2002,2,16,372.84
2002,2,23,373.4
2002,3,2,373.29
2002,3,9,373.47
2002,3,16,373.37
2002,3,23,373.51
2002,3,30,374.29
2002,4,6,374.5
2002,4,13,374.55
2002,4,20,375.06
2002,4,27,375.47
2002,5,4,375.78
2002,5,11,374.95
2002,5,18,375.24
2002,5,25,375.92
2002,6,1,375.78
2002,6,8,375.66
2002,6,15,375.12
2002,6,22,375.5
2002,6,29,374.47
2002,7,6,374.62
2002,7,13,374.13
2002,7,20,373.68
2002,7,27,373.16
2002,8,3,372.93
2002,8,10,371.73
2002,8,17,371.03
2002,8,24,370.87
2002,8,31,370.12
2002,9,7,371.39
2002,9,14,371.16
2002,9,21,370.45
2002,9,28,369.97
2002,10,5,369.68
2002,10,12,370.04
2002,10,19,371.06
2002,10,26,370.44
2002,11,2,371.67
2002,11,9,371.55
2002,11,16,372.08
2002,11,23,372.69
2002,11,30,372.65
2002,12,7,373.32
2002,12,14,373.44
2002,12,21,374.16
2002,12,28,374.6
2003,1,4,374.49
2003,1,11,374.46
2003,1,18,374.82
2003,1,25,374.89
2003,2,1,375.23
2003,2,8,374.81
2003,2,15,375.7
2003,2,22,376.36
2003,3,1,375.82
2003,3,8,375.89
2003,3,15,375.76
2003,3,22,376.44
2003,3,29,376.82
2003,4,5,376.81
2003,4,12,377.3
2003,4,19,378.11
2003,4,26,378.46
2003,5,3,378.11
2003,5,10,377.49
2003,5,17,378.79
2003,5,24,378.71
2003,5,31,378.29
2003,6,7,378.39
2003,6,21,377.34
2003,6,28,377.85
2003,7,5,376.43
2003,7,12,377.05
2003,7,19,376.7
2003,7,26,375.98
2003,8,2,375.48
2003,8,9,374.67
2003,8,16,374.06
2003,8,23,374.47
2003,8,30,373.48
2003,9,6,373.09
2003,9,13,372.76
2003,9,20,373.08
2003,9,27,373.03
2003,10,4,372.87
2003,10,25,373.33
2003,11,1,373.5
2003,11,8,373.76
2003,11,15,374.45
2003,11,22,375.21
2003,11,29,374.72
2003,12,6,374.47
2003,12,13,376.15
2003,12,20,376.05
2003,12,27,376.43
2004,1,3,376.17
2004,1,10,376.17
2004,1,17,377.01
2004,1,24,377.29
2004,1,31,377.49
2004,2,7,377.47
2004,2,14,377
2004,2,21,377.35
2004,2,28,377.67
2004,3,6,378.05
2004,3,13,379.4
2004,3,20,378.47
2004,3,27,378.5
2004,4,3,380.09
2004,4,10,380.41
2004,4,17,380.56
2004,4,24,380.71
2004,5,1,380.28
2004,5,8,381.04
2004,5,15,380.51
2004,5,22,380.33
2004,5,29,380.66
2004,6,5,379.62
2004,6,12,380
2004,6,19,379.3
2004,6,26,379.07
2004,7,3,378.44
2004,7,10,378.04
2004,7,17,377.33
2004,7,24,376.99
2004,7,31,377.35
2004,8,7,376.56
2004,8,14,375.84
2004,8,21,375.7
2004,8,28,374.62
2004,9,4,373.82
2004,9,11,374.57
2004,9,18,374.14
2004,9,25,373.8
2004,10,2,374.01
2004,10,9,373.95
2004,10,16,374.05
2004,10,23,374.58
2004,10,30,375.02
2004,11,6,375.06
2004,11,13,376.13
2004,11,20,376.46
2004,11,27,376.13
2004,12,4,377.09
2004,12,11,377.37
2004,12,18,377.5
2004,12,25,377.68
2005,1,1,378.06
2005,1,8,378.21
2005,1,15,378.36
2005,1,22,378.34
2005,1,29,378.66
2005,2,5,379.02
2005,2,12,379.31
2005,2,19,380.25
2005,3,26,380.57
2005,4,2,382.07
2005,4,9,382.25
2005,4,16,381.35
2005,4,23,382.08
2005,4,30,382.38
2005,5,7,381.51
2005,5,14,382.53
2005,5,21,382.14
2005,5,28,382.58
2005,6,4,382.36
2005,6,11,382.31
2005,6,18,382.12
2005,6,25,381.48
2005,7,2,381.15
2005,7,9,380.9
2005,7,16,380.63
2005,7,23,380.36
2005,7,30,379.86
2005,8,6,379.21
2005,8,13,378.97
2005,8,20,378.4
2005,8,27,377.69
2005,9,3,377.82
2005,9,10,376.33
2005,9,17,376.14
2005,9,24,375.95
2005,10,1,376.33
2005,10,8,376.44
2005,10,15,377.12
2005,10,22,377.31
2005,10,29,377.24
2005,11,5,377.76
2005,11,12,378.07
2005,11,19,378.75
2005,11,26,378.77
2005,12,3,379.41
2005,12,10,380.09
2005,12,17,380.09
2005,12,24,380.14
2005,12,31,380.43
2006,1,7,381.28
2006,1,14,381.41
2006,1,21,381.57
2006,1,28,381.47
2006,2,4,382.04
2006,2,25,381.86
2006,3,4,382.39
2006,3,11,382.55
2006,3,18,382.74
2006,3,25,382.55
2006,4,1,382.97
2006,4,8,384.65
2006,4,15,384.67
2006,4,22,384.71
2006,4,29,384.62
2006,5,6,384.91
2006,5,13,384.87
2006,5,20,385.34
2006,5,27,384.3
2006,6,3,384.29
2006,6,10,384.31
2006,6,17,384.07
2006,6,24,383.55
2006,7,1,383
2006,7,8,382.78
2006,7,15,381.28
2006,7,22,381.81
2006,7,29,381.55
2006,8,5,381.22
2006,8,12,380.63
2006,8,19,380.2
2006,8,26,379.77
2006,9,2,379.52
2006,9,9,378.66
2006,9,16,378.8
2006,9,23,378.49
2006,9,30,379
2006,10,7,378.78
2006,10,14,379.14
2006,10,21,379.22
2006,10,28,379.57
2006,11,4,379.67
2006,11,11,379.81
2006,11,18,379.98
2006,11,25,381.42
2006,12,2,381.31
2006,12,9,381.6
2006,12,16,381.81
2006,12,23,381.96
2006,12,30,381.76
2007,1,6,382.64
2007,1,13,382.36
2007,1,20,381.84
2007,2,3,383.09
2007,2,10,383.6
2007,2,17,384.22
2007,2,24,383.76
2007,3,3,383.71
2007,3,10,383.64
2007,3,17,384.28
2007,3,24,384.96
2007,3,31,385.93
2007,4,7,385.46
2007,4,14,386.3
2007,4,21,387
2007,4,28,386.42
2007,5,5,385.85
2007,5,12,386.54
2007,5,19,386.03
2007,5,26,386.93
2007,6,2,386.6
2007,6,9,386.23
2007,6,16,386.29
2007,6,23,384.95
2007,6,30,384.85
2007,7,7,384.92
2007,7,14,384.75
2007,7,21,383.97
2007,7,28,383.41
2007,8,4,382.51
2007,8,11,381.72
2007,8,18,381.6
2007,8,25,381.67
2007,9,1,381.69
2007,9,8,380.74
2007,9,15,380.75
2007,9,22,380.94
2007,9,29,380.8
2007,10,6,380.68
2007,10,13,380.68
2007,10,20,381.1
2007,10,27,381.36
2007,11,3,381.76
2007,11,10,381.92
2007,11,17,382.43
2007,11,24,382.91
2007,12,1,382.9
2007,12,8,383.31
2007,12,15,383.79
2007,12,22,383.9
2007,12,29,384.04
2008,1,5,384.36
2008,1,12,384.41
2008,1,19,385.47
2008,1,26,386.06
2008,2,2,386.19
2008,2,9,385.72
2008,2,16,385.58
2008,2,23,385.24
2008,3,1,384.88
2008,3,8,385.88
2008,3,15,385.64
2008,3,22,386.17
2008,3,29,386.7
2008,4,5,388
2008,4,12,385.9
2008,4,19,386.38
2008,4,26,387.19
2008,5,3,386.94
2008,5,10,388.9
2008,5,17,388.84
2008,5,24,388.53
2008,5,31,388.48
2008,6,7,388.16
2008,6,14,387.79
2008,6,21,387.54
2008,6,28,388.11
2008,7,5,387.08
2008,7,12,386.11
2008,7,19,385.73
2008,7,26,385.96
2008,8,2,384.91
2008,8,9,384.68
2008,8,16,383.89
2008,8,23,383.55
2008,8,30,383.16
2008,9,6,383.18
2008,9,13,383.37
2008,9,20,382.98
2008,9,27,382.92
2008,10,4,382.66
2008,10,11,382.72
2008,10,18,382.96
2008,10,25,382.94
2008,11,1,383.61
2008,11,8,383.6
2008,11,15,384.03
2008,11,22,384.32
2008,11,29,384.46
2008,12,6,384.77
2008,12,13,384.89
2008,12,20,385.15
2008,12,27,385.8
2009,1,3,386.01
2009,1,10,386.53
2009,1,17,386.64
2009,1,24,387.05
2009,1,31,387.26
2009,2,7,386.51
2009,2,14,387.44
2009,2,21,387.4
2009,2,28,387.48
2009,3,7,388.54
2009,3,14,388.64
2009,3,21,388.44
2009,3,28,389.17
2009,4,4,389.39
2009,4,11,389.74
2009,4,18,388.67
2009,4,25,390.37
2009,5,2,390.16
2009,5,9,389.87
2009,5,16,390.3
2009,5,23,390.76
2009,5,30,389.35
2009,6,6,390.46
2009,6,13,390.01
2009,6,20,388.88
2009,6,27,388.72
2009,7,4,388.3
2009,7,11,388.68
2009,7,18,388.03
2009,7,25,387.48
2009,8,1,387.16
2009,8,8,386.67
2009,8,15,385.27
2009,8,22,386.05
2009,8,29,385.65
2009,9,5,385.3
2009,9,12,384.48
2009,9,19,384.61
2009,9,26,384.51
2009,10,3,383.43
2009,10,10,384.28
2009,10,17,384.55
2009,10,24,384.79
2009,10,31,385.18
2009,11,7,385.6
2009,11,14,386.09
2009,11,21,386.31
2009,11,28,386.73
2009,12,5,386.91
2009,12,12,386.81
2009,12,19,388.04
2009,12,26,388.19
2010,1,2,388.41
2010,1,9,388.17
2010,1,16,388.69
2010,1,23,388.59
2010,1,30,389.04
2010,2,6,390.91
2010,2,13,389.78
2010,2,20,390.84
2010,2,27,389.38
2010,3,6,391.07
2010,3,13,391.37
2010,3,20,391.55
2010,3,27,390.08
2010,4,3,391.15
2010,4,10,391.6
2010,4,17,393.27
2010,4,24,393.27
2010,5,1,392.99
2010,5,8,392.97
2010,5,15,393.13
2010,5,22,393.55
2010,5,29,393.02
2010,6,5,393.08
2010,6,12,392.35
2010,6,19,391.73
2010,6,26,391.46
2010,7,3,391.01
2010,7,10,390.2
2010,7,17,389.91
2010,7,24,390.12
2010,7,31,389.49
2010,8,7,389.06
2010,8,14,388.76
2010,8,21,388.12
2010,8,28,387.42
2010,9,4,386.91
2010,9,11,386.85
2010,9,18,386.97
2010,9,25,386.87
2010,10,2,386.75
2010,10,9,386.98
2010,10,16,387.03
2010,10,23,387.8
2010,10,30,387.78
2010,11,6,387.95
2010,11,13,388.27
2010,11,20,389.11
2010,11,27,389.59
2010,12,4,389.88
2010,12,11,389.75
2010,12,18,389.58
2010,12,25,389.96
2011,1,1,390.5
2011,1,8,391.61
2011,1,15,391.06
2011,1,22,391.25
2011,1,29,392
2011,2,5,391.89
2011,2,12,391.52
2011,2,19,391.82
2011,2,26,392.5
2011,3,5,391.59
2011,3,12,391.94
2011,3,19,392.43
2011,3,26,394.11
2011,4,2,393.4
2011,4,9,392.71
2011,4,16,393.73
2011,4,23,393.22
2011,4,30,393.59
2011,5,7,393.36
2011,5,14,393.84
2011,5,21,395.12
2011,5,28,394.49
2011,6,4,394.08
2011,6,11,393.42
2011,6,18,393.92
2011,6,25,393.37
2011,7,2,393.31
2011,7,9,393.61
2011,7,16,392.64
2011,7,23,391.13
2011,7,30,391.77
2011,8,6,390.76
2011,8,13,390.53
2011,8,20,389.82
2011,8,27,389.41
2011,9,3,389.23
2011,9,10,389.17
2011,9,17,389.15
2011,9,24,388.86
2011,10,1,388.91
2011,10,8,388.74
2011,10,15,388.91
2011,10,22,389.09
2011,10,29,389.45
2011,11,5,389.64
2011,11,12,390.24
2011,11,19,390.44
2011,11,26,390.77
2011,12,3,391.08
2011,12,10,391.7
2011,12,17,392.24
2011,12,24,392.09
2011,12,31,392.26
2012,1,7,392.92
2012,1,14,393.61
2012,1,21,393.04
2012,1,28,393.03
2012,2,4,392.43
2012,2,11,393.45
2012,2,18,393.97
2012,2,25,393.62
2012,3,3,394.17
2012,3,10,393.38
2012,3,17,394.79
2012,3,24,395.15
2012,3,31,394.91
2012,4,7,396.45
2012,4,14,396.38
2012,4,21,396.56
2012,4,28,396.7
2012,5,5,397.08
2012,5,12,397.28
2012,5,19,396.56
2012,5,26,396.28
2012,6,2,396.03
2012,6,9,396.02
2012,6,16,395.86
2012,6,23,395.73
2012,6,30,395.41
2012,7,7,394.86
2012,7,14,394.59
2012,7,21,394.35
2012,7,28,393.6
2012,8,4,393.39
2012,8,11,392.93
2012,8,18,392.31
2012,8,25,391.7
2012,9,1,391.98
2012,9,8,391
2012,9,15,391.03
2012,9,22,391.02
2012,9,29,390.99
2012,10,20,391.29
2012,10,27,391.46
2012,11,3,391.76
2012,11,10,392.77
2012,11,17,393.42
2012,11,24,393.36
2012,12,1,393.61
2012,12,8,394.05
2012,12,15,394.46
2012,12,22,394.83
2012,12,29,394.62
2013,1,5,394.99
2013,1,12,395.57
2013,1,19,396.21
2013,1,26,395.64
2013,2,2,396.39
2013,2,9,396.46
2013,2,16,397.31
2013,2,23,396.88
2013,3,2,397.13
2013,3,9,396.64
2013,3,16,397.25
2013,3,23,397.21
2013,3,30,398.39
2013,4,6,398.05
2013,4,13,397.43
2013,4,20,398.76
2013,4,27,399.33
2013,5,4,399.64
2013,5,11,399.78
2013,5,18,400.04
2013,5,25,400.22
2013,6,1,399.43
2013,6,8,398.91
2013,6,15,398.58
2013,6,22,398.5
2013,6,29,398.65
2013,7,6,397.56
2013,7,13,397.48
2013,7,20,396.83
2013,7,27,396.98
2013,8,3,396.61
2013,8,10,395.55
2013,8,17,395.24
2013,8,24,394.73
2013,8,31,394.33
2013,9,7,393.52
2013,9,14,393.25
2013,9,21,393.53
2013,9,28,393.22
2013,10,5,393.47
2013,10,12,393.52
2013,10,19,393.93
2013,10,26,394.13
2013,11,2,394.39
2013,11,9,395.25
2013,11,16,394.85
2013,11,23,395.66
2013,11,30,396.06
2013,12,7,396.27
2013,12,14,396.52
2013,12,21,397.3
2013,12,28,397.59
2014,1,4,397.9
2014,1,11,397.82
2014,1,18,398.13
2014,1,25,397.75
2014,2,1,398.02
2014,2,8,397.98
2014,2,15,397.79
2014,2,22,398.24
2014,3,1,397.92
2014,3,8,398.88
2014,3,15,400.68
2014,3,22,399.62
2014,3,29,400.34
2014,4,5,401.32
2014,4,12,401.22
2014,4,19,401.29
2014,4,26,401.42
2014,5,3,401.74
2014,5,10,401.51
2014,5,17,402.18
2014,5,24,401.44
2014,5,31,402.12
2014,6,7,401.55
2014,6,14,401.31
2014,6,21,401.21
2014,6,28,400.57
2014,7,5,400.06
2014,7,12,399.58
2014,7,19,398.54
2014,7,26,397.86
2014,8,2,397.86
2014,8,9,397.45
2014,8,16,397.23
2014,8,23,396.75
2014,8,30,396.37
2014,9,6,396.35
2014,9,13,394.8
2014,9,20,395.32
2014,9,27,395.55
2014,10,4,395.57
2014,10,11,395.49
2014,10,18,395.72
2014,10,25,395.91
2014,11,1,396.52
2014,11,8,396.9
2014,11,15,397.34
2014,11,22,397.24
2014,11,29,398.1
2014,12,6,398.26
2014,12,13,398.92
2014,12,20,399.09
2014,12,27,399.01
2015,1,3,399.92
2015,1,10,399.86
2015,1,17,399.72
2015,1,24,399.98
2015,1,31,400.2
2015,2,7,400.02
2015,2,14,400.15
2015,2,21,400.36
2015,2,28,401.03
2015,3,7,401.63
2015,3,14,401.8
2015,3,21,400.79
2015,3,28,402.5
2015,4,4,402.74
2015,4,11,403.88
2015,4,18,403.8
2015,4,25,403.22
2015,5,2,404.07
2015,5,9,404.09
2015,5,16,404.31
2015,5,23,403.85
2015,5,30,403.81
2015,6,6,403.45
2015,6,13,402.72
2015,6,20,402.63
2015,6,27,402.36
2015,7,4,402.25
2015,7,11,401.71
2015,7,18,401.02
2015,7,25,401.3
2015,8,1,398.74
2015,8,8,399.21
2015,8,15,399.12
2015,8,22,399.03
2015,8,29,398.8
2015,9,5,398.16
2015,9,12,397.1
2015,9,19,397.57
2015,9,26,397.42
2015,10,3,397.74
2015,10,10,398.51
2015,10,17,398.61
2015,10,24,398.43
2015,10,31,398.87
2015,11,7,399.53
2015,11,14,400.75
2015,11,21,400.42
2015,11,28,400.83
2015,12,5,400.91
2015,12,12,402.4
2015,12,19,402.32
2015,12,26,402.01
2016,1,2,402.25
2016,1,9,402.23
2016,1,16,402.68
2016,1,23,403.26
2016,1,30,402.79
2016,2,6,404.98
2016,2,13,403.22
2016,2,20,404.59
2016,2,27,403.98
2016,3,5,403.99
2016,3,12,404.51
2016,3,19,405.01
2016,3,26,406.16
2016,4,2,405.7
2016,4,9,408.56
2016,4,16,408.16
2016,4,23,407.7
2016,4,30,407.84
2016,5,7,407.51
2016,5,14,407.54
2016,5,21,407.41
2016,5,28,407.92
2016,6,4,407.52
2016,6,11,406.99
2016,6,18,407.02
2016,6,25,406.4
2016,7,2,405.96
2016,7,9,404.93
2016,7,16,403.64
2016,7,23,403.71
2016,7,30,403.76
2016,8,6,403.22
2016,8,13,402.11
2016,8,20,401.78
2016,8,27,401.43
2016,9,3,401.27
2016,9,10,401.13
2016,9,17,401.25
2016,9,24,400.85
2016,10,1,400.82
2016,10,8,401.2
2016,10,15,401.7
2016,10,22,401.82
2016,10,29,402.38
2016,11,5,403.15
2016,11,12,403.12
2016,11,19,403.95
2016,11,26,404.44
2016,12,3,404.16
2016,12,10,404.28
2016,12,17,404.63
2016,12,24,404.66
2016,12,31,405.38
2017,1,7,405.94
2017,1,14,405.91
2017,1,21,406.37
2017,1,28,406.35
2017,2,4,406.2
2017,2,11,406.02
2017,2,18,406.17
2017,2,25,408.07
2017,3,4,407.06
2017,3,11,406.53
2017,3,18,406.73
2017,3,25,407.89
2017,4,1,408.66
2017,4,8,407.19
2017,4,15,409.12
2017,4,22,409.89
2017,4,29,409.04
2017,5,6,409.54
2017,5,13,409.83
2017,5,20,410.18
2017,5,27,409.88
2017,6,3,409.67
2017,6,10,409.62
2017,6,17,408.82
2017,6,24,408.43
2017,7,1,407.77
2017,7,8,407.68
2017,7,15,407.11
2017,7,22,406.76
2017,7,29,406.5
2017,8,5,405.93
2017,8,12,405.55
2017,8,19,404.81
2017,8,26,404.54
2017,9,2,404.1
2017,9,9,403.39
2017,9,16,403.44
2017,9,23,402.95
2017,9,30,402.73
2017,10,7,403.19
2017,10,14,403.6
2017,10,21,404.05
2017,10,28,404.25
2017,11,4,404.28
2017,11,11,404.51
2017,11,18,405.53
2017,11,25,406.36
2017,12,2,406.85
2017,12,9,406.16
2017,12,16,406.5
2017,12,23,407.07
2017,12,30,407.24
2018,1,6,407.96
2018,1,13,408.08
2018,1,20,408.26
2018,1,27,408.05
